	error_rate	avg_char_duration	screen_size	swipe_finger
49	-0.3385197328017148	-0.1870370712723586	Small	Index
50	0.7305600197338022	-0.2823329325690522	Small	Thumb
51	0.28942238912103385	0.2948059249522067	Small	Thumb
52	-0.1996565864145086	-0.9353459060674542	Small	Index
53	-0.6219388697273229	0.4080953060770048	Small	Thumb
54	-0.42207298189910153	0.45029981071556324	Small	Index
55	1.8229385496176103	-0.5009356514345203	Small	Index
56	-0.07693190982595131	-0.4161451952659365	Small	Thumb
57	-0.9709708412011616	-1.0533119803956066	Small	Thumb
58	-1.2230494872656004	0.43989037685653365	Small	Thumb
59	-0.3425494277729125	-0.6068505203829876	Small	Thumb
60	-1.2230494872656004	0.7652066005908816	Small	Thumb
61	0.8608006535337619	-0.4871483363753846	Small	Thumb
62	-0.3666727170740815	1.2079252666234008	Small	Thumb
63	0.3858054008515542	-0.8437633010449305	Small	Thumb
64	-0.26127249920435663	-0.5220629008085251	Small	Thumb
65	1.6781518704124887	-0.7292814969859586	Small	Index
66	2.1820662931361983	1.8100374576698706	Small	Index
67	-1.2230494872656004	1.3877526825957187	Small	Thumb
68	-0.9932130746774358	-0.4845603714449157	Small	Thumb
69	-0.35477859526586597	2.041199732502267	Small	Thumb
70	0.7611695687800474	-0.706091546517193	Small	Index
71	1.353309961939458	-0.1764513739506365	Small	Index
72	-0.8974479027657005	0.9398830012769346	Small	Thumb
73	-0.8817027056240203	0.7070388243463209	Small	Index
74	-0.6545224056700374	-1.0334983978662207	Small	Index
75	-0.7456055290262007	0.12396493131315031	Small	Index
76	1.6758549424754488	-1.0184293598836467	Small	Thumb
77	1.6468263218124561	1.9723058720865936	Small	Other
78	-1.2230494872656004	-0.4469523231986715	Small	Thumb
79	2.143169970948755	-0.09801466647350049	Small	Thumb
80	2.250034080733337	0.1817946648677629	Small	Thumb
81	2.4921520973990328	-0.457089556074473	Small	Index
82	-0.16787828945282096	-0.6827161332960276	Small	Index
83	-0.16787828945282096	-0.9490411718056306	Small	Index
84	-0.6028559929800763	-0.34415484962983134	Small	Thumb
85	-0.9572522754289476	0.5006964607991483	Small	Thumb
86	-0.3683453279533618	0.6724112857080567	Small	Thumb
87	-0.8627124019126968	-0.42723585134338876	Small	Index
88	-0.22709169938355253	-0.6265805784089167	Small	Thumb
89	-0.5831669634094486	-1.1158865920757148	Small	Index
90	2.6547919401617848	-0.8151298660200071	Small	Thumb
91	0.4345585792793471	0.02719815723401219	Small	Thumb
92	2.109578495262792	-0.8008971944791979	Small	Thumb
93	-0.2758448778113447	-0.4770387844769987	Small	Thumb
94	1.4715843154921966	0.7971895739473593	Small	Thumb
95	-0.7889140412657336	-0.14958972798668166	Small	Thumb
96	0.3562248297379839	0.4309509225594271	Small	Index
97	-0.8323275858657199	-0.04254095754795423	Small	Thumb
98	-1.0969261476856884	0.18070705097217513	Small	Index
99	0.4049584352339014	-0.8701948234557706	Small	Thumb
100	-0.40047706326585236	1.492698639926848	Small	Thumb
101	1.7073647732335036	-1.032741519802739	Small	Thumb
102	0.8097716700155693	-0.3924797548822581	Small	Index
103	-0.6177056963643776	-0.20945402221642134	Small	Thumb
104	-0.35477859526586597	0.21681647388104935	Small	Thumb
105	-0.5481814598057262	-0.4990491603380229	Small	Other
106	-1.2230494872656004	0.3647400586195104	Small	Thumb
107	-0.4441993152035806	-1.1877666318176168	Small	Index
108	-0.776510171380023	-0.920769095591935	Small	Thumb
109	0.19124945406576682	-0.38929328372798394	Small	Index
110	1.2633626125518211	-0.2191530715078847	Small	Thumb
111	-0.9788482988906752	1.051928611881743	Small	Thumb
112	-0.3005994120575158	0.1544796999301074	Small	Index
113	-0.24624473376589912	-0.1397319431621674	Small	Thumb
114	0.7232492480358483	0.05333265438832176	Small	Index
115	-0.5660416572669072	0.2110885999025051	Small	Index
116	-0.710627321495266	0.2156411591944773	Small	Thumb
117	1.0797687136442249	0.7125937730036819	Small	Other
118	-1.1349657182581117	0.04112428376632439	Small	Other
119	0.5802823653492323	0.6100164100783628	Small	Thumb
120	3.057822038200429	-0.10598356382402462	Small	Index
121	-1.2230494872656004	0.03623128369260687	Small	Thumb
122	-1.0969261476856884	2.3802271522881795	Small	Index
123	0.6284484461753514	1.288337038284456	Small	Index
124	0.33983811833392175	-0.7342927702376019	Small	Thumb
125	1.9515659616084289	-0.4839751536177509	Small	Thumb
126	-0.7346471105157498	-0.6884227119851916	Small	Thumb
127	0.43674015796856985	0.8421860719244657	Small	Index
128	-0.9862483349020364	-1.408419221585877	Small	Thumb
129	-1.2230494872656004	1.662547277005797	Small	Thumb
130	-0.3113650506658797	2.5851992522869995	Small	Thumb
131	-0.18683844982492046	-0.9169969499708089	Small	Index
132	-0.8731492770567527	-0.41079154858664674	Small	Thumb
133	-0.776510171380023	-1.4373410411831125	Small	Thumb
134	0.700504488856888	-0.5853304234579092	Small	Thumb
135	-0.031016567740541557	-0.954794894816047	Small	Thumb
136	-0.2596256208001417	0.8741007952460608	Small	Thumb
137	-0.19820515572493058	-0.9800968361107719	Small	Thumb
138	-0.5477276823769184	-0.4257929021985843	Small	Thumb
139	-0.37299275166007706	1.1962960800127496	Small	Index
140	-0.8153396771092037	-0.7298634705873875	Small	Thumb
141	-1.2230494872656004	-0.023436576188238176	Small	Thumb
142	-0.6125465163282872	0.9002253811392475	Small	Thumb
143	-0.7494471825384725	-0.6874733932320269	Small	Thumb
144	1.9606104500667594	-0.9016039540335162	Small	Thumb
145	0.908160884006475	-0.9746102228022273	Small	Thumb
146	-0.4512558215006842	1.2219037575067184	Small	Index
147	-0.4302804119614953	0.14212963767844322	Small	Thumb
148	0.8608006535337619	1.0100931702223264	Small	Thumb
149	0.21961599482626598	-0.8756561594928357	Small	Thumb
150	-0.8928619649558427	-0.9171322523128579	Small	Thumb
151	0.4345585792793471	0.35549783657590306	Small	Thumb
152	0.33983811833392175	-0.39227528775836773	Small	Thumb
153	-0.2700692399488188	-0.295820285413506	Small	Thumb
154	0.7721261794571936	0.46177046198413263	Small	Thumb
155	2.195767149983354	-0.7840068741344792	Small	Thumb
156	-0.1978475752022679	-0.5470677526984986	Small	Index
157	-0.5570436150564191	-0.8070541705491373	Small	Index
158	-0.5335402495011059	-1.0745255639751237	Small	Thumb
159	-0.6068789257606594	-0.35011123261804217	Small	Index
160	1.747097908129213	2.031563084712444	Small	Index
161	1.846908309447746	-0.6980303920990409	Small	Thumb
162	-0.36745408274031466	-0.4794329511885678	Small	Thumb
163	1.710048868177696	-0.26837439194042234	Small	Other
164	-0.9336258565990225	3.587631377089892	Small	Thumb
165	-0.7188921951367229	-0.8175268249551368	Small	Thumb
166	0.3642582371714142	-0.17721142480848842	Small	Thumb
167	-0.5992219379180805	-0.29640113588149863	Small	Index
168	-1.2230494872656004	0.6013148112880142	Small	Thumb
169	-0.9749720895513909	-0.7487467752292448	Small	Thumb
170	0.2708871945574714	-1.2379237618950016	Small	Thumb
171	-1.2230494872656004	-1.2787972461485417	Small	Thumb
172	1.6185643410971666	-0.3586544499546364	Small	Thumb
173	0.05805156047730989	-0.505397828711797	Small	Index
174	-0.9749720895513909	-0.38905689293231344	Small	Thumb
175	-0.7494471825384725	-0.7998442132862296	Small	Thumb
176	-0.710627321495266	-0.9008217894788784	Small	Thumb
177	0.46351987129503486	-0.8892034399203829	Small	Thumb
178	-0.770038587091826	-0.47494932868269574	Small	Thumb
179	2.0329663577334043	4.156883893109689	Small	Thumb
180	-1.2230494872656004	-0.4484831851292622	Small	Thumb
181	-0.6878919975324848	-1.353005737218659	Small	Other
182	-0.7268946918371814	4.304588558987462	Small	Thumb
183	-0.5660416572669072	-0.25076021711221314	Small	Index
184	-0.0508837830659589	-0.4483715482816124	Small	Thumb
185	2.0788257358319813	-0.28037464585014643	Small	Thumb
186	-1.104648911083819	0.08361428965262886	Small	Thumb
187	-0.6125465163282872	-0.9508952259305284	Small	Thumb
188	0.12005704879648887	0.05851758598109384	Small	Thumb
189	-0.5992219379180805	-1.124284160005693	Small	Index
190	-0.6932570785877966	-1.0313473719385873	Small	Thumb
191	2.042696727514806	-0.6505579231746348	Small	Other
192	1.7750719152355892	2.2338417078292885	Small	Index
193	-1.0029244723924287	-0.18002064856340752	Small	Thumb
194	-0.8387328629378495	0.43214974188514477	Small	Thumb
195	2.5961833508797496	-0.6024601277249854	Small	Index
196	-0.24624473376589912	-0.7790546501798533	Small	Thumb
197	-0.16787828945282096	-0.8720698850528421	Small	Index
198	-1.2230494872656004	-0.9922890062297554	Small	Thumb
199	-0.267326850747907	-0.4124653120660665	Small	Thumb
200	0.32054320962281596	-1.2027675800160122	Small	Thumb
201	0.1723858748768294	1.4330925175640081	Small	Thumb
202	-0.6219388697273229	-1.0286699883786576	Small	Thumb
203	0.7305600197338022	-0.10212689404343842	Small	Thumb
204	-0.6398824702508541	0.43999674221190227	Small	Thumb
205	-0.7020869520657603	-0.8253237075832803	Small	Thumb
206	-0.8323275858657199	-0.6853047304506061	Small	Thumb
207	0.10143153442890977	0.28184081349284873	Small	Thumb
208	0.13598321325572266	-0.6541361344841201	Small	Thumb
209	-0.10670119755165657	-0.3206650522656067	Small	Thumb
210	-0.3113650506658797	-0.183013369687861	Small	Thumb
211	0.04105078196930678	-0.91063154394244	Small	Thumb
212	0.7935796812499115	-1.147239710012182	Small	Thumb
213	0.8353372549414949	-0.49141778606631104	Small	Index
214	-0.40047706326585236	0.07668059979772648	Small	Thumb
215	-1.0969261476856884	-0.614258809355315	Small	Index
216	-0.5928528721045034	-0.7192403397056845	Small	Thumb
217	-0.8449315181689422	-0.9104311492977162	Small	Thumb
218	-0.9965440371787133	-1.1023236271449572	Small	Thumb
219	1.100161818355311	0.17634935272763477	Small	Thumb
220	-0.9762705816814202	-0.5772817332711605	Small	Index
221	-0.97052507853836	-0.42863006506205314	Small	Index
222	0.04068347464027188	0.5245067966410554	Small	Index
223	-0.40446811670466903	-0.27771311345815985	Small	Index
224	-0.770038587091826	-1.0828308604840458	Small	Thumb
225	-0.24624473376589912	-0.20991459572805188	Small	Thumb
226	0.38945359787676337	-0.8549105840557347	Small	Thumb
227	-1.0969261476856884	-1.1277975478193205	Small	Index
228	-0.21473490300784448	1.3667398533145285	Small	Thumb
229	-0.5070544916648204	0.08364387302505417	Small	Index
230	-0.8509333906942858	1.512398618502559	Small	Thumb
231	2.953632907008984	-0.2843799393924868	Small	Thumb
232	0.07935685073400083	-0.13538230234741666	Small	Thumb
233	2.684169526733205	-1.1584015627448276	Small	Thumb
234	-1.041547328852757	-0.999066699969134	Small	Other
235	1.5349874637923795	2.01553345095538	Small	Thumb
236	-0.9744143422044317	-1.1429584898076757	Small	Index
237	-1.2230494872656004	0.5501107087984078	Small	Thumb
238	-1.0969261476856884	-1.051694243948599	Small	Index
239	1.55749630440822	0.19951886064924276	Small	Index
240	-0.24624473376589912	-0.3196880217181077	Small	Thumb
241	0.07935685073400083	-1.0241310924793452	Small	Thumb
242	-0.1600711645937208	-0.026860775193044133	Small	Index
243	-0.9863252121817763	0.5709334655037469	Small	Index
244	-0.5718463182657998	0.604265090890487	Small	Thumb
245	-0.6068789257606594	-0.8493976230848617	Small	Index
246	-0.22546165390420342	0.12963283422895258	Small	Thumb
247	0.29318475697274154	-0.64821776012508	Small	Thumb
248	-0.37299275166007706	2.5875586523510825	Small	Index
249	-0.47479588547617857	-0.10746762073672753	Small	Index
250	-1.2230494872656004	1.6843481720373987	Small	Thumb
251	0.19775742691578313	-0.332600752759986	Small	Thumb
252	-0.8480740428018845	-1.1315565663637466	Small	Index
253	-0.20377496187460822	-0.21986467248233713	Small	Thumb
254	-1.0969261476856884	0.016716123901994638	Small	Index
255	1.9737660696425132	0.5044193897970095	Small	Thumb
256	2.13454466355907	-0.7068338627995129	Small	Index
257	1.9999000464238714	-0.21605571578989066	Small	Index
258	0.7305600197338022	-0.07643381698126528	Small	Thumb
259	-0.10670119755165657	0.05243442207990339	Small	Thumb
260	-0.42449377637533375	-0.9574233056369285	Small	Thumb
261	-1.2230494872656004	0.7071379150642197	Small	Thumb
262	0.8154995635163849	-0.03539658589205698	Small	Thumb
263	-0.8509333906942858	0.29295007488964986	Small	Thumb
264	-0.8996934309346655	0.8791971428805776	Small	Thumb
265	-0.5026524643810827	0.09863171296167308	Small	Index
266	-0.7421609932349785	-0.6108799489615421	Small	Thumb
267	-0.42207298189910153	-0.4443945322751693	Small	Index
268	0.22569343177640477	-1.4052033752396114	Small	Other
269	0.5581827102926782	-0.852769890105214	Small	Thumb
270	-0.3065644122076851	-0.6022421927132201	Small	Other
271	0.0049336314197381236	-0.6638366043025515	Small	Thumb
272	-0.6442022259324447	-0.01413975575150853	Small	Thumb
273	-0.20377496187460822	0.45060210705953957	Small	Thumb
274	-0.8661068040253486	-1.2499661834188869	Small	Index
275	0.19124945406576682	0.7525844523768107	Small	Index
276	-0.5292529353395202	-0.9748842895593788	Small	Other
277	-0.38149462271201157	-0.4711759003646647	Small	Thumb
278	0.7305600197338022	3.5265484874944804	Small	Thumb
279	0.5529591554611287	-0.2720546528057076	Small	Thumb
280	-0.9788482988906752	-0.27259893840982713	Small	Thumb
281	0.187471813004912	-0.8378477078061767	Small	Index
282	-0.6369666351657797	-0.23188894031214347	Small	Thumb
283	-1.2230494872656004	0.8294748095913896	Small	Thumb
284	-0.8323275858657199	-0.5088712319110276	Small	Thumb
285	1.381763188733603	-0.5139953858147034	Small	Thumb
286	0.24215764298395154	-0.8095648223219433	Small	Thumb
287	0.4957273235706568	-0.20726287873587268	Small	Index
288	-0.6398824702508541	-0.3593094183776353	Small	Thumb
289	-0.0794731904854626	-1.072756032447708	Small	Thumb
290	-0.4186220432070231	-0.014867480186192753	Small	Thumb
291	-0.06535496459928804	-0.8265117310909053	Small	Thumb
292	-0.10670119755165657	-0.03917587452410338	Small	Thumb
293	-0.906247945590022	-0.8491434243184028	Small	Thumb
294	-0.8588319495746364	0.35594002947528414	Small	Other
295	-0.06352504038195307	-0.8659979418499905	Small	Index
296	0.546287751229588	0.05733191063435677	Small	Index
297	2.1593192114199318	-0.7241345081005268	Small	Thumb
298	-0.4592322364086914	-0.816959205795819	Small	Thumb
299	0.7615696944480779	-0.8740229948821114	Small	Thumb
300	-0.5928528721045034	-1.0479117631983577	Small	Thumb
301	-0.7494471825384725	-0.3858891766107233	Small	Thumb
302	1.1983256763392924	0.10819876501559579	Small	Thumb
303	-0.014631235513393008	2.456455071807871	Small	Thumb
304	1.902725723933444	0.1503718030089421	Small	Thumb
305	-0.6219388697273229	-0.7528505460226333	Small	Thumb
306	-0.8449315181689422	-0.5748423875080305	Small	Thumb
307	-0.23388011663299188	-0.986785233712529	Small	Thumb
308	0.013985104039040531	0.13585308082141745	Small	Thumb
309	-0.5366461469685133	-0.6849617767537187	Small	Thumb
310	-1.0969261476856884	2.4090908172473333	Small	Index
311	0.24215764298395154	-0.06645474300038873	Small	Thumb
312	-0.04517385534659259	-0.5732400165719117	Small	Index
313	-1.0969261476856884	-0.8618216957319318	Small	Index
314	-1.2230494872656004	0.2712577704480887	Small	Thumb
315	-0.8062959522009538	0.7530262905499914	Small	Index
316	-0.9798192747991931	-0.6389900364511613	Small	Index
317	-1.0602486950156504	0.06085847088854478	Small	Thumb
318	-0.6215072010420035	-0.689454335576864	Small	Index
319	0.07935685073400083	-1.2483761467878747	Small	Thumb
320	1.8094190012110845	-0.7123629792384144	Small	Thumb
321	-0.3235458293665953	-0.053826205492585474	Small	Thumb
322	-0.9744143422044317	-1.094396016602791	Small	Index
323	0.7305600197338022	-0.8559372225502104	Small	Thumb
324	-0.28815680681332567	1.0695164428165203	Small	Index
325	1.1212819211336826	0.41312471059296385	Small	Thumb
326	-0.24624473376589912	0.3451107892300184	Small	Thumb
327	0.6375309955909728	0.22013801712787937	Small	Thumb
328	0.19775742691578313	-0.82994814356267	Small	Thumb
329	0.9747612081087276	-0.9665021480394307	Small	Thumb
330	0.23028507836126533	-0.8352043038259817	Small	Index
331	0.017337501305448574	-1.1177748501414018	Small	Thumb
332	0.7192576353259325	2.5200510413861443	Small	Index
333	-0.04296429170722472	-0.6855077086669297	Small	Index
334	-0.46681354907228334	-0.2979572316653329	Small	Thumb
335	-0.5017167462196672	-0.918837843728525	Small	Thumb
336	-0.38149462271201157	0.9389586992963864	Small	Thumb
337	1.5349874637923795	2.0836239690223235	Small	Thumb
338	0.9986705250200287	0.28720267381498793	Small	Index
339	-0.2716509472017286	0.08764110378503058	Small	Other
340	-0.7633766620892706	-0.7353025176936425	Small	Thumb
341	-0.6068789257606594	0.48012346259910804	Small	Index
342	-0.6219388697273229	-0.3644329230872778	Small	Thumb
343	2.9446507943331253	0.8525608648264185	Small	Thumb
344	-1.2230494872656004	1.086110747864222	Small	Thumb
345	-0.6878140058959011	-0.5341378374462075	Small	Thumb
346	-0.6841227267140412	2.5959770720238073	Small	Thumb
347	-0.9880287946942438	3.3130956283695405	Small	Thumb
348	-1.1097967622221567	0.5688209167401844	Small	Thumb
349	0.09770060197343187	2.546739673193109	Small	Thumb
350	-0.6484584557951886	-0.8436463203254106	Small	Thumb
351	-1.0928088534656408	0.6682853139244492	Small	Thumb
352	-1.2230494872656004	-0.14630822179806188	Small	Thumb
353	0.0794733440115017	-0.614217958881216	Small	Other
354	-0.9862483349020364	-0.7079503078690714	Small	Thumb
355	1.218962396483653	0.7238352208382581	Small	Thumb
356	1.9795890487989942	-0.14139948130627003	Small	Thumb
357	-0.9897826804597019	-0.8184822822680901	Small	Thumb
358	-0.7604500622089962	0.33666988298530953	Small	Index
359	-0.06309384248470512	0.5243339122323502	Small	Thumb
360	-0.7633766620892706	-0.1900157666214766	Small	Thumb
361	-0.4066156634449546	-0.7518353759318275	Small	Thumb
362	0.1771966293193877	-0.19789555675242285	Small	Index
363	-1.0969261476856884	-0.23828532244889594	Small	Index
364	-0.05671545323610686	0.6804438752517614	Small	Thumb
365	0.790890309483051	-1.4423301674135423	Small	Other
366	0.24923593829916615	-0.006446847194062759	Small	Thumb
367	-0.7280172139987839	0.9275575673840405	Small	Thumb
368	1.1813929828875107	0.08905344373068116	Small	Thumb
369	-1.097010164233381	0.049674218209311935	Small	Thumb
370	-0.6143038836686141	-0.3815941891194241	Small	Index
371	1.325136826211881	-0.5706279576935275	Small	Thumb
372	-0.9788482988906752	0.3260355873063471	Small	Thumb
373	0.8296707933502125	-0.28046794021553373	Small	Index
374	-0.7116067594785085	0.03738229672594273	Small	Index
375	-0.0020435453909737867	0.09056624162054579	Small	Thumb
376	-1.2230494872656004	-0.4952789927528121	Small	Thumb
377	-0.03904372544778084	-0.08845644421175435	Small	Thumb
378	-0.8509333906942858	0.045672731757394315	Small	Thumb
379	-0.8694042232204968	-0.8230917956656665	Small	Index
380	-0.2596256208001417	0.4065642334007843	Small	Thumb
381	0.6524156394538261	-0.8014536329211251	Small	Thumb
382	-0.6219388697273229	1.3123627161410758	Small	Thumb
383	1.741047695767976	-0.6672063644552875	Small	Thumb
384	-1.1097967622221567	-0.9762488367629105	Small	Thumb
385	-0.5626744426460842	-0.7296326114173939	Small	Thumb
386	-1.0969261476856884	-0.9875750012686226	Small	Index
387	-0.7346471105157498	1.8652882513133362	Small	Thumb
388	-1.2230494872656004	2.1613807970651004	Small	Thumb
389	-1.1349657182581117	1.9971622922103187	Small	Other
390	-0.26127249920435663	-0.39536058587244144	Small	Thumb
391	-0.24624473376589912	2.3987070675047653	Small	Thumb
392	1.55749630440822	-0.07554077575286641	Small	Index
393	2.9459634331958027	0.41596807942594216	Small	Index
394	-1.2230494872656004	-0.3548980506611198	Small	Thumb
395	1.4513194063244639	-0.9289799300362924	Small	Index
396	-0.5660416572669072	-0.7706975845750708	Small	Index
397	-1.2230494872656004	0.6557705972341965	Small	Thumb
398	-0.2771780374802169	-0.6239764920429174	Small	Index
399	0.5134922967338685	-1.3634349398466155	Small	Thumb
400	1.0741044312096921	1.7193505517594638	Small	Other
401	-1.2230494872656004	0.27420543591405844	Small	Thumb
402	-0.1600711645937208	3.1615648500299103	Small	Index
403	0.8109399897568079	0.49163096859441363	Small	Index
404	-0.3503698330342766	-0.5559383181042323	Small	Index
405	-0.5831669634094486	-0.22528972431366687	Small	Index
406	2.2358001316841616	-0.37433310757103344	Small	Thumb
407	1.9828738062718803	-0.14703529662854978	Small	Thumb
408	-1.1349657182581117	0.4679766009380154	Small	Other
409	0.6533291646443963	0.21468381687086327	Small	Other
410	1.244667784733645	0.5724025973131541	Small	Thumb
411	0.9603964323219668	-0.8957283200506175	Small	Thumb
412	-0.6442022259324447	0.9732532260888014	Small	Thumb
413	1.7073647732335036	-0.6545934993522582	Small	Thumb
414	1.791090894962049	0.5723577914754988	Small	Thumb
415	-0.8323275858657199	-0.09853919733806271	Small	Thumb
416	-0.6398824702508541	-0.7857012200041333	Small	Thumb
417	-0.38149462271201157	0.9474380229895474	Small	Thumb
418	-0.16787828945282096	-1.1533703461629616	Small	Index
419	1.0865503854883325	1.488970120541231	Small	Index
420	2.125995381876232	-0.01544172019607793	Small	Thumb
421	-0.17364877304432924	-0.532693203008565	Small	Index
422	1.747097908129213	0.35623991100890384	Small	Index
423	-1.2230494872656004	-0.16969923638837325	Small	Thumb
424	-1.0969261476856884	3.9392260226299753	Small	Index
425	-0.7349594496728831	-0.5053015707414428	Small	Index
426	-0.1410503756967009	1.1210482633748786	Small	Thumb
427	-1.2230494872656004	0.6867110106012408	Small	Thumb
428	0.4297923042815829	0.7209688718403149	Small	Other
429	-0.7565158736538031	-0.4057391763127836	Small	Thumb
430	1.0096470921622882	-1.144068078021461	Small	Thumb
431	0.07935685073400083	0.8791123672805701	Small	Thumb
432	2.889812632733142	-0.7138029445179533	Small	Thumb
433	0.7615696944480779	-0.24310084555506314	Small	Thumb
434	-1.2230494872656004	-0.9606746745612142	Small	Thumb
435	-0.020828252189045333	-1.259100958974563	Small	Thumb
436	-1.1064160838626516	-1.2787016785232939	Small	Thumb
437	2.684169526733205	2.4215068283191443	Small	Thumb
438	1.5349874637923795	-0.4391103842333388	Small	Thumb
439	0.7782090320996409	2.057822448535747	Small	Thumb
440	-0.710627321495266	0.16485128687941636	Small	Thumb
441	-0.49044592214082444	2.657330170422489	Small	Thumb
442	-0.011026053647271808	-0.7313334071944001	Small	Index
443	0.6003193859338418	0.055121964381190644	Small	Thumb
444	-0.24624473376589912	2.2177827028199575	Small	Thumb
445	-0.8556150156771513	-0.02290090173437508	Small	Index
446	0.3161580030975648	-0.6118197136069019	Small	Thumb
447	-0.3879187056475359	-0.6768239247046355	Small	Thumb
448	-0.7556432609879006	-0.4634970649953051	Small	Index
449	-0.9684863516166284	-0.5354664884200232	Small	Index
450	-0.8509333906942858	-0.057995626738799294	Small	Thumb
451	2.884707530455174	0.2911029518878359	Small	Index
452	0.2708871945574714	0.11150360154749323	Small	Thumb
453	-0.9668384043804332	-1.073788285642279	Small	Thumb
454	1.381763188733603	-0.19757259248593773	Small	Thumb
455	0.06843005079456382	0.016425048356414142	Small	Index
456	0.5227214502021202	-1.1213477469280393	Small	Index
457	0.7305600197338022	-0.2134958525290441	Small	Thumb
458	1.3046941661135616	0.9376128496277296	Small	Index
459	1.244667784733645	-0.4864207599197575	Small	Thumb
460	-0.47881729412297114	-0.277422727585364	Small	Thumb
461	-0.44160568446583937	0.9268223269288829	Small	Thumb
462	0.47574138838605334	-0.8060331810118976	Small	Thumb
463	-0.22594378059237466	-0.16847286495905728	Small	Index
464	-0.37299275166007706	-0.18596253725736298	Small	Index
465	2.9362481727976437	-0.15688960547834654	Small	Thumb
466	-0.484367120279402	2.0600599112917743	Small	Index
467	1.528513198649051	1.3203628072436517	Small	Thumb
468	0.947627742733736	-0.1362050605665663	Small	Thumb
469	0.2597786611623088	1.0376944116618818	Small	Index
470	-0.8797461288780055	-1.0359684873806512	Small	Index
471	-0.17334885663905597	-0.057243606736564444	Small	Thumb
472	-1.0969261476856884	-0.6059169906041298	Small	Index
473	-0.6188403613894972	0.39414509070580517	Small	Thumb
474	-0.17110590657361446	-0.6649904180602237	Small	Thumb
475	0.12426741411329803	1.3264041992503588	Small	Thumb
476	0.7305600197338022	1.2063513879818386	Small	Thumb
477	0.12005704879648887	1.848429229906147	Small	Thumb
478	-1.1009488930781377	0.1738252697163985	Small	Thumb
479	-1.0969261476856884	-0.21527246339810693	Small	Index
480	-0.7020869520657603	0.004332549494566041	Small	Thumb
481	-1.2230494872656004	2.7075313339802354	Small	Thumb
482	-0.10670119755165657	-0.7370511191584129	Small	Thumb
483	0.058005927160236614	-0.2619740494806583	Small	Thumb
484	-0.6481521112457627	-0.2254087838044954	Small	Other
485	0.46655873500415307	-0.5884585993758574	Small	Thumb
486	-0.1831085822107366	1.1114637242429979	Small	Index
487	-0.7188921951367229	-0.590825938292764	Small	Thumb
488	-0.859216674363846	-0.012730293301077236	Small	Index
489	0.5922517763740713	-1.0794185599584147	Small	Index
490	0.5134922967338685	-0.9831759464550173	Small	Thumb
491	-0.9788482988906752	-0.3445319789220914	Small	Thumb
